plane,angle_deg,kx,ky,kz,q,A_proj,force_factor
XY,208.5,-0.878817,-0.477159,0,0.375185,81199.5,111664
XZ,208.5,-0.878817,0,-0.477159,0.315748,73064.5,96134.5
YZ,208.5,0,-0.878817,-0.477159,0.921552,26479.2,50881.1
XY,209,-0.87462,-0.48481,0,0.376999,81065.1,111627
XZ,209,-0.87462,0,-0.48481,0.316527,72799.7,95842.8
YZ,209,0,-0.87462,-0.48481,0.921574,26436.9,50800.5
XY,209.5,-0.870356,-0.492424,0,0.378822,80924.6,111581
XZ,209.5,-0.870356,0,-0.492424,0.317314,72529.4,95544
YZ,209.5,0,-0.870356,-0.492424,0.921595,26392.6,50715.9
XY,210,-0.866025,-0.5,0,0.380653,80777.9,111526
XZ,210,-0.866025,0,-0.5,0.318111,72253.5,95238.2
YZ,210,0,-0.866025,-0.5,0.921613,26346.3,50627.4
XY,210.5,-0.861629,-0.507538,0,0.382494,80625.1,111464
XZ,210.5,-0.861629,0,-0.507538,0.318917,71972.2,94925.3
YZ,210.5,0,-0.861629,-0.507538,0.921629,26298,50535
XY,211,-0.857167,-0.515038,0,0.384345,80466.1,111393
XZ,211,-0.857167,0,-0.515038,0.319732,71685.3,94605.5
YZ,211,0,-0.857167,-0.515038,0.921642,26247.7,50438.6
XY,211.5,-0.85264,-0.522499,0,0.386206,80301,111314
XZ,211.5,-0.85264,0,-0.522499,0.320558,71393.1,94278.7
YZ,211.5,0,-0.85264,-0.522499,0.921654,26195.4,50338.4
XY,212,-0.848048,-0.529919,0,0.388078,80129.8,111226
XZ,212,-0.848048,0,-0.529919,0.321395,71095.3,93945
YZ,212,0,-0.848048,-0.529919,0.921663,26141,50234.3
XY,212.5,-0.843391,-0.5373,0,0.389961,79952.5,111131
XZ,212.5,-0.843391,0,-0.5373,0.322243,70792.2,93604.5
YZ,212.5,0,-0.843391,-0.5373,0.921669,26084.8,50126.3
XY,213,-0.838671,-0.544639,0,0.391856,79769.1,111027
XZ,213,-0.838671,0,-0.544639,0.323102,70483.6,93257.1
YZ,213,0,-0.838671,-0.544639,0.921673,26026.5,50014.4
XY,213.5,-0.833886,-0.551937,0,0.393763,79579.6,110915
XZ,213.5,-0.833886,0,-0.551937,0.323973,70169.7,92902.8
YZ,213.5,0,-0.833886,-0.551937,0.921674,25966.2,49898.6
XY,214,-0.829038,-0.559193,0,0.395682,79384.1,110795
XZ,214,-0.829038,0,-0.559193,0.324856,69850.5,92541.9
YZ,214,0,-0.829038,-0.559193,0.921673,25904,49778.9
XY,214.5,-0.824126,-0.566406,0,0.397614,79182.5,110667
XZ,214.5,-0.824126,0,-0.566406,0.325753,69525.9,92174.2
YZ,214.5,0,-0.824126,-0.566406,0.921668,25839.7,49655.4
XY,215,-0.819152,-0.573576,0,0.399561,78974.9,110530
XZ,215,-0.819152,0,-0.573576,0.326662,69196.1,91799.8
YZ,215,0,-0.819152,-0.573576,0.921661,25773.6,49528
XY,215.5,-0.814116,-0.580703,0,0.401521,78761.3,110386
XZ,215.5,-0.814116,0,-0.580703,0.327585,68860.9,91418.8
YZ,215.5,0,-0.814116,-0.580703,0.92165,25705.4,49396.8
XY,216,-0.809017,-0.587785,0,0.403496,78541.6,110233
XZ,216,-0.809017,0,-0.587785,0.328523,68520.6,91031.2
YZ,216,0,-0.809017,-0.587785,0.921636,25635.3,49261.7
XY,216.5,-0.803857,-0.594823,0,0.405487,78316,110072
XZ,216.5,-0.803857,0,-0.594823,0.329476,68175,90637
YZ,216.5,0,-0.803857,-0.594823,0.921619,25563.2,49122.8
XY,217,-0.798636,-0.601815,0,0.407493,78084.4,109903
XZ,217,-0.798636,0,-0.601815,0.330444,67824.2,90236.3
YZ,217,0,-0.798636,-0.601815,0.921599,25489.2,48980.1
XY,217.5,-0.793353,-0.608761,0,0.409517,77846.9,109727
XZ,217.5,-0.793353,0,-0.608761,0.331428,67468.3,89829.1
YZ,217.5,0,-0.793353,-0.608761,0.921575,25413.3,48833.6
XY,218,-0.788011,-0.615661,0,0.411557,77603.5,109542
XZ,218,-0.788011,0,-0.615661,0.332429,67107.2,89415.6
YZ,218,0,-0.788011,-0.615661,0.921548,25335.4,48683.2
XY,218.5,-0.782608,-0.622515,0,0.413616,77354.1,109349
XZ,218.5,-0.782608,0,-0.622515,0.333448,66741,88995.6
YZ,218.5,0,-0.782608,-0.622515,0.921517,25255.6,48529.1
XY,219,-0.777146,-0.62932,0,0.415693,77098.9,109148
XZ,219,-0.777146,0,-0.62932,0.334484,66369.7,88569.3
YZ,219,0,-0.777146,-0.62932,0.921482,25173.9,48371.2
XY,219.5,-0.771625,-0.636078,0,0.417789,76837.8,108940
XZ,219.5,-0.771625,0,-0.636078,0.335539,65993.4,88136.7
YZ,219.5,0,-0.771625,-0.636078,0.921444,25090.2,48209.5
XY,220,-0.766044,-0.642788,0,0.419905,76570.8,108723
XZ,220,-0.766044,0,-0.642788,0.336614,65612,87697.9
YZ,220,0,-0.766044,-0.642788,0.921402,25004.7,48044
XY,220.5,-0.760406,-0.649448,0,0.422043,76298,108499
XZ,220.5,-0.760406,0,-0.649448,0.337709,65225.6,87252.9
YZ,220.5,0,-0.760406,-0.649448,0.921356,24917.2,47874.8
XY,221,-0.75471,-0.656059,0,0.424201,76019.4,108267
XZ,221,-0.75471,0,-0.656059,0.338825,64834.3,86801.8
YZ,221,0,-0.75471,-0.656059,0.921306,24827.8,47701.9
XY,221.5,-0.748956,-0.66262,0,0.426382,75735,108027
XZ,221.5,-0.748956,0,-0.66262,0.339963,64438.1,86344.6
YZ,221.5,0,-0.748956,-0.66262,0.921251,24736.6,47525.2
XY,222,-0.743145,-0.669131,0,0.428587,75444.8,107779
XZ,222,-0.743145,0,-0.669131,0.341123,64036.9,85881.3
YZ,222,0,-0.743145,-0.669131,0.921193,24643.4,47344.8
XY,222.5,-0.737277,-0.67559,0,0.430815,75148.9,107524
XZ,222.5,-0.737277,0,-0.67559,0.342307,63630.8,85412.1
YZ,222.5,0,-0.737277,-0.67559,0.92113,24548.4,47160.7
XY,223,-0.731354,-0.681998,0,0.433068,74847.2,107261
XZ,223,-0.731354,0,-0.681998,0.343516,63220,84937
YZ,223,0,-0.731354,-0.681998,0.921063,24451.5,46973
XY,223.5,-0.725374,-0.688355,0,0.435347,74539.9,106991
XZ,223.5,-0.725374,0,-0.688355,0.344749,62804.3,84456
YZ,223.5,0,-0.725374,-0.688355,0.920991,24352.8,46781.5
XY,224,-0.71934,-0.694658,0,0.437653,74226.9,106712
XZ,224,-0.71934,0,-0.694658,0.34601,62383.8,83969.2
YZ,224,0,-0.71934,-0.694658,0.920915,24252.2,46586.4
XY,224.5,-0.71325,-0.700909,0,0.439986,73908.2,106427
XZ,224.5,-0.71325,0,-0.700909,0.347298,61958.5,83476.6
YZ,224.5,0,-0.71325,-0.700909,0.920834,24149.8,46387.7
XY,225,-0.707107,-0.707107,0,0.442348,73583.9,106134
XZ,225,-0.707107,0,-0.707107,0.348614,61528.6,82978.3
YZ,225,0,-0.707107,-0.707107,0.920748,24045.5,46185.3
XY,225.5,-0.700909,-0.71325,0,0.444739,73254,105833
XZ,225.5,-0.700909,0,-0.71325,0.34996,61093.9,82474.4
YZ,225.5,0,-0.700909,-0.71325,0.920657,23939.4,45979.3
XY,226,-0.694658,-0.71934,0,0.447161,72918.5,105525
XZ,226,-0.694658,0,-0.71934,0.351337,60654.6,81964.9
YZ,226,0,-0.694658,-0.71934,0.920562,23831.4,45769.7
XY,226.5,-0.688355,-0.725374,0,0.449615,72577.5,105209
XZ,226.5,-0.688355,0,-0.725374,0.352747,60210.7,81449.8
YZ,226.5,0,-0.688355,-0.725374,0.920461,23721.7,45556.5
XY,227,-0.681998,-0.731354,0,0.452102,72231,104887
XZ,227,-0.681998,0,-0.731354,0.354189,59762.2,80929.3
YZ,227,0,-0.681998,-0.731354,0.920355,23610.1,45339.8
XY,227.5,-0.67559,-0.737277,0,0.454623,71878.9,104557
XZ,227.5,-0.67559,0,-0.737277,0.355666,59309.2,80403.4
YZ,227.5,0,-0.67559,-0.737277,0.920244,23496.7,45119.5
XY,228,-0.669131,-0.743145,0,0.457179,71521.4,104219
XZ,228,-0.669131,0,-0.743145,0.357179,58851.6,79872.2
YZ,228,0,-0.669131,-0.743145,0.920128,23381.6,44895.6
XY,228.5,-0.66262,-0.748956,0,0.459771,71158.4,103875
XZ,228.5,-0.66262,0,-0.748956,0.35873,58389.6,79335.6
YZ,228.5,0,-0.66262,-0.748956,0.920006,23264.7,44668.3
XY,229,-0.656059,-0.75471,0,0.462402,70790,103523
XZ,229,-0.656059,0,-0.75471,0.360319,57923.1,78793.9
YZ,229,0,-0.656059,-0.75471,0.919878,23146,44437.4
XY,229.5,-0.649448,-0.760406,0,0.465071,70416.2,103165
XZ,229.5,-0.649448,0,-0.760406,0.361949,57452.2,78246.9
YZ,229.5,0,-0.649448,-0.760406,0.919745,23025.5,44203.1
XY,230,-0.642788,-0.766044,0,0.46778,70037,102799
XZ,230,-0.642788,0,-0.766044,0.363621,56976.9,77694.9
YZ,230,0,-0.642788,-0.766044,0.919606,22903.3,43965.3
XY,230.5,-0.636078,-0.771625,0,0.470531,69652.6,102426
XZ,230.5,-0.636078,0,-0.771625,0.365337,56497.3,77137.8
YZ,230.5,0,-0.636078,-0.771625,0.919462,22779.3,43724
XY,231,-0.62932,-0.777146,0,0.473325,69262.8,102047
XZ,231,-0.62932,0,-0.777146,0.367099,56013.3,76575.8
YZ,231,0,-0.62932,-0.777146,0.919311,22653.6,43479.3
XY,231.5,-0.622515,-0.782608,0,0.476164,68867.7,101660
XZ,231.5,-0.622515,0,-0.782608,0.368908,55525.1,76008.8
YZ,231.5,0,-0.622515,-0.782608,0.919155,22526.2,43231.3
XY,232,-0.615661,-0.788011,0,0.479049,68467.4,101267
XZ,232,-0.615661,0,-0.788011,0.370766,55032.7,75437
YZ,232,0,-0.615661,-0.788011,0.918992,22397.1,42979.8
XY,232.5,-0.608761,-0.793353,0,0.481981,68061.9,100866
XZ,232.5,-0.608761,0,-0.793353,0.372675,54536.1,74860.4
YZ,232.5,0,-0.608761,-0.793353,0.918823,22266.2,42724.9
XY,233,-0.601815,-0.798636,0,0.484962,67651.2,100459
XZ,233,-0.601815,0,-0.798636,0.374638,54035.4,74279
YZ,233,0,-0.601815,-0.798636,0.918648,22133.7,42466.7
XY,233.5,-0.594823,-0.803857,0,0.487995,67235.3,100046
XZ,233.5,-0.594823,0,-0.803857,0.376656,53530.5,73693.1
YZ,233.5,0,-0.594823,-0.803857,0.918466,21999.5,42205.2
XY,234,-0.587785,-0.809017,0,0.49108,66814.3,99625.5
XZ,234,-0.587785,0,-0.809017,0.378732,53021.5,73102.5
YZ,234,0,-0.587785,-0.809017,0.918278,21863.6,41940.4
XY,234.5,-0.580703,-0.814116,0,0.494219,66388.3,99198.6
XZ,234.5,-0.580703,0,-0.814116,0.380867,52508.5,72507.3
YZ,234.5,0,-0.580703,-0.814116,0.918083,21726,41672.3
XY,235,-0.573576,-0.819152,0,0.497415,65957.1,98765.2
XZ,235,-0.573576,0,-0.819152,0.383066,51991.6,71907.7
YZ,235,0,-0.573576,-0.819152,0.917882,21586.8,41400.9
XY,235.5,-0.566406,-0.824126,0,0.500668,65521,98325.3
XZ,235.5,-0.566406,0,-0.824126,0.385329,51470.6,71303.7
YZ,235.5,0,-0.566406,-0.824126,0.917674,21445.9,41126.3
XY,236,-0.559193,-0.829038,0,0.503981,65079.9,97878.9
XZ,236,-0.559193,0,-0.829038,0.38766,50945.7,70695.4
YZ,236,0,-0.559193,-0.829038,0.917459,21303.4,40848.4
XY,236.5,-0.551937,-0.833886,0,0.507357,64633.8,97426.1
XZ,236.5,-0.551937,0,-0.833886,0.390061,50417,70082.7
YZ,236.5,0,-0.551937,-0.833886,0.917237,21159.3,40567.4
XY,237,-0.544639,-0.838671,0,0.510796,64182.8,96967
XZ,237,-0.544639,0,-0.838671,0.392536,49884.4,69465.8
YZ,237,0,-0.544639,-0.838671,0.917009,21013.6,40283.2
XY,237.5,-0.5373,-0.843391,0,0.514301,63726.9,96501.6
XZ,237.5,-0.5373,0,-0.843391,0.395087,49348,68844.8
YZ,237.5,0,-0.5373,-0.843391,0.916773,20866.2,39995.8
XY,238,-0.529919,-0.848048,0,0.517874,63266.1,96030
XZ,238,-0.529919,0,-0.848048,0.397717,48807.9,68219.6
YZ,238,0,-0.529919,-0.848048,0.91653,20717.3,39705.4
XY,238.5,-0.522499,-0.85264,0,0.521517,62800.5,95552.1
XZ,238.5,-0.522499,0,-0.85264,0.400431,48264,67590.4
YZ,238.5,0,-0.522499,-0.85264,0.91628,20566.8,39411.8
XY,239,-0.515038,-0.857167,0,0.525234,62330.2,95068.1
XZ,239,-0.515038,0,-0.857167,0.40323,47716.5,66957.2
YZ,239,0,-0.515038,-0.857167,0.916023,20414.8,39115.2
XY,239.5,-0.507538,-0.861629,0,0.529025,61855.1,94577.9
XZ,239.5,-0.507538,0,-0.861629,0.406118,47165.3,66320
YZ,239.5,0,-0.507538,-0.861629,0.915759,20261.1,38815.5
XY,240,-0.5,-0.866025,0,0.532893,61375.3,94081.7
XZ,240,-0.5,0,-0.866025,0.4091,46610.5,65678.9
YZ,240,0,-0.5,-0.866025,0.915488,20106,38512.8
XY,240.5,-0.492424,-0.870356,0,0.536841,60890.8,93579.4
XZ,240.5,-0.492424,0,-0.870356,0.412179,46052.2,65034
YZ,240.5,0,-0.492424,-0.870356,0.91521,19949.3,38207.1
XY,241,-0.48481,-0.87462,0,0.540871,60401.7,93071.2
XZ,241,-0.48481,0,-0.87462,0.415359,45490.4,64385.3
YZ,241,0,-0.48481,-0.87462,0.914924,19791.1,37898.4
XY,241.5,-0.477159,-0.878817,0,0.544986,59907.9,92556.9
XZ,241.5,-0.477159,0,-0.878817,0.418645,44925.1,63732.8
YZ,241.5,0,-0.477159,-0.878817,0.914631,19631.4,37586.8
XY,242,-0.469472,-0.882948,0,0.549189,59409.7,92036.8
XZ,242,-0.469472,0,-0.882948,0.42204,44356.4,63076.6
YZ,242,0,-0.469472,-0.882948,0.914332,19470.2,37272.3
XY,242.5,-0.461749,-0.887011,0,0.553481,58906.8,91510.7
XZ,242.5,-0.461749,0,-0.887011,0.425549,43784.3,62416.7
YZ,242.5,0,-0.461749,-0.887011,0.914025,19307.5,36955
XY,243,-0.45399,-0.891007,0,0.557867,58399.6,90978.7
XZ,243,-0.45399,0,-0.891007,0.429178,43208.9,61753.2
YZ,243,0,-0.45399,-0.891007,0.913711,19143.3,36634.7
XY,243.5,-0.446198,-0.894934,0,0.562348,57887.8,90440.9
XZ,243.5,-0.446198,0,-0.894934,0.43293,42630.2,61086.1
YZ,243.5,0,-0.446198,-0.894934,0.913391,18977.7,36311.7
XY,244,-0.438371,-0.898794,0,0.566927,57371.7,89897.2
XZ,244,-0.438371,0,-0.898794,0.436811,42048.3,60415.4
YZ,244,0,-0.438371,-0.898794,0.913064,18810.6,35985.9
XY,244.5,-0.430511,-0.902585,0,0.571609,56851.1,89347.7
XZ,244.5,-0.430511,0,-0.902585,0.440826,41463.1,59741.1
YZ,244.5,0,-0.430511,-0.902585,0.912731,18642.1,35657.3
XY,245,-0.422618,-0.906308,0,0.576394,56326.3,88792.4
XZ,245,-0.422618,0,-0.906308,0.444982,40874.8,59063.3
YZ,245,0,-0.422618,-0.906308,0.912392,18472.2,35326
XY,245.5,-0.414693,-0.909961,0,0.581287,55797.2,88231.3
XZ,245.5,-0.414693,0,-0.909961,0.449283,40283.4,58382
YZ,245.5,0,-0.414693,-0.909961,0.912046,18300.9,34992.1
XY,246,-0.406737,-0.913545,0,0.58629,55263.8,87664.3
XZ,246,-0.406737,0,-0.913545,0.453735,39688.9,57697.1
YZ,246,0,-0.406737,-0.913545,0.911695,18128.1,34655.5
XY,246.5,-0.398749,-0.91706,0,0.591406,54726.2,87091.6
XZ,246.5,-0.398749,0,-0.91706,0.458346,39091.4,57008.7
YZ,246.5,0,-0.398749,-0.91706,0.911339,17954,34316.2
XY,247,-0.390731,-0.920505,0,0.596639,54184.4,86513
XZ,247,-0.390731,0,-0.920505,0.463122,38490.9,56316.8
YZ,247,0,-0.390731,-0.920505,0.910979,17778.6,33974.4
XY,247.5,-0.382683,-0.92388,0,0.601992,53638.5,85928.5
XZ,247.5,-0.382683,0,-0.92388,0.468068,37887.4,55621.4
YZ,247.5,0,-0.382683,-0.92388,0.910614,17601.7,33630.1
XY,248,-0.374607,-0.927184,0,0.607468,53088.5,85338.1
XZ,248,-0.374607,0,-0.927184,0.473193,37281.1,54922.3
YZ,248,0,-0.374607,-0.927184,0.910245,17423.6,33283.3
XY,248.5,-0.366501,-0.930418,0,0.613069,52534.5,84741.8
XZ,248.5,-0.366501,0,-0.930418,0.478504,36672,54219.7
YZ,248.5,0,-0.366501,-0.930418,0.909874,17244.1,32934
XY,249,-0.358368,-0.93358,0,0.618799,51976.5,84139.5
XZ,249,-0.358368,0,-0.93358,0.484009,36060,53513.4
YZ,249,0,-0.358368,-0.93358,0.9095,17063.3,32582.3
XY,249.5,-0.350207,-0.936672,0,0.624662,51414.5,83531.2
XZ,249.5,-0.350207,0,-0.936672,0.489714,35445.4,52803.5
YZ,249.5,0,-0.350207,-0.936672,0.909125,16881.2,32228.3
XY,250,-0.34202,-0.939693,0,0.630659,50848.6,82916.8
XZ,250,-0.34202,0,-0.939693,0.495629,34828,52089.7
YZ,250,0,-0.34202,-0.939693,0.90875,16697.8,31871.9
XY,250.5,-0.333807,-0.942641,0,0.636794,50278.9,82296.2
XZ,250.5,-0.333807,0,-0.942641,0.501763,34207.9,51372.2
YZ,250.5,0,-0.333807,-0.942641,0.908375,16513.1,31513.2
XY,251,-0.325568,-0.945519,0,0.64307,49705.3,81669.3
XZ,251,-0.325568,0,-0.945519,0.508123,33585.3,50650.7
YZ,251,0,-0.325568,-0.945519,0.908002,16327.2,31152.4
XY,251.5,-0.317305,-0.948324,0,0.64949,49127.9,81036
XZ,251.5,-0.317305,0,-0.948324,0.514719,32960.1,49925.3
YZ,251.5,0,-0.317305,-0.948324,0.907633,16140,30789.3
XY,252,-0.309017,-0.951057,0,0.656056,48546.8,80396.2
XZ,252,-0.309017,0,-0.951057,0.521561,32332.4,49195.7
YZ,252,0,-0.309017,-0.951057,0.907269,15951.7,30424.1
XY,252.5,-0.300706,-0.953717,0,0.66277,47962,79749.7
XZ,252.5,-0.300706,0,-0.953717,0.528657,31702.2,48461.8
YZ,252.5,0,-0.300706,-0.953717,0.906912,15762.1,30056.8
XY,253,-0.292372,-0.956305,0,0.669636,47373.5,79096.5
XZ,253,-0.292372,0,-0.956305,0.536019,31069.6,47723.5
YZ,253,0,-0.292372,-0.956305,0.906564,15571.2,29687.6
XY,253.5,-0.284015,-0.95882,0,0.676654,46781.4,78436.2
XZ,253.5,-0.284015,0,-0.95882,0.543657,30434.7,46980.7
YZ,253.5,0,-0.284015,-0.95882,0.906226,15379.3,29316.3
XY,254,-0.275637,-0.961262,0,0.683826,46185.8,77768.8
XZ,254,-0.275637,0,-0.961262,0.55158,29797.4,46233
YZ,254,0,-0.275637,-0.961262,0.905903,15186.1,28943.2
XY,254.5,-0.267238,-0.96363,0,0.691154,45586.6,77094
XZ,254.5,-0.267238,0,-0.96363,0.5598,29157.8,45480.4
YZ,254.5,0,-0.267238,-0.96363,0.905596,14991.8,28568.3
XY,255,-0.258819,-0.965926,0,0.698639,44984,76411.6
XZ,255,-0.258819,0,-0.965926,0.568328,28516.1,44722.6
YZ,255,0,-0.258819,-0.965926,0.905309,14796.3,28191.6
XY,255.5,-0.25038,-0.968148,0,0.706281,44377.9,75721.2
XZ,255.5,-0.25038,0,-0.968148,0.577175,27872.1,43959.3
YZ,255.5,0,-0.25038,-0.968148,0.905046,14599.7,27813.2
XY,256,-0.241922,-0.970296,0,0.714079,43768.5,75022.7
XZ,256,-0.241922,0,-0.970296,0.586353,27226.1,43190.2
YZ,256,0,-0.241922,-0.970296,0.90481,14402,27433.1
XY,256.5,-0.233445,-0.97237,0,0.722033,43155.7,74315.6
XZ,256.5,-0.233445,0,-0.97237,0.595872,26578,42415
YZ,256.5,0,-0.233445,-0.97237,0.904606,14203.2,27051.6
XY,257,-0.224951,-0.97437,0,0.730142,42539.7,73599.7
XZ,257,-0.224951,0,-0.97437,0.605743,25927.8,41633.4
YZ,257,0,-0.224951,-0.97437,0.904439,14003.4,26668.5
XY,257.5,-0.21644,-0.976296,0,0.738402,41920.4,72874.5
XZ,257.5,-0.21644,0,-0.976296,0.615979,25275.7,40845
YZ,257.5,0,-0.21644,-0.976296,0.904314,13802.4,26284.1
XY,258,-0.207912,-0.978148,0,0.74681,41297.9,72139.6
XZ,258,-0.207912,0,-0.978148,0.626589,24621.6,40049.3
YZ,258,0,-0.207912,-0.978148,0.904237,13600.4,25898.4
XY,258.5,-0.199368,-0.979925,0,0.75536,40672.3,71394.5
XZ,258.5,-0.199368,0,-0.979925,0.637584,23965.7,39245.8
YZ,258.5,0,-0.199368,-0.979925,0.904216,13397.4,25511.5
XY,259,-0.190809,-0.981627,0,0.764048,40043.5,70638.7
XZ,259,-0.190809,0,-0.981627,0.648973,23307.9,38434.2
YZ,259,0,-0.190809,-0.981627,0.904258,13193.3,25123.5
XY,259.5,-0.182236,-0.983255,0,0.772863,39411.8,69871.7
XZ,259.5,-0.182236,0,-0.983255,0.660765,22648.4,37613.7
YZ,259.5,0,-0.182236,-0.983255,0.904369,12988.3,24734.5
XY,260,-0.173648,-0.984808,0,0.781798,38777,69092.8
XZ,260,-0.173648,0,-0.984808,0.672968,21987.2,36783.8
YZ,260,0,-0.173648,-0.984808,0.904561,12782.2,24344.5
XY,260.5,-0.165048,-0.986286,0,0.790839,38139.3,68301.3
XZ,260.5,-0.165048,0,-0.986286,0.685585,21324.2,35943.8
YZ,260.5,0,-0.165048,-0.986286,0.904841,12575.2,23953.8
XY,261,-0.156434,-0.987688,0,0.799971,37498.6,67496.5
XZ,261,-0.156434,0,-0.987688,0.69862,20659.7,35093
YZ,261,0,-0.156434,-0.987688,0.90522,12367.2,23562.3
XY,261.5,-0.147809,-0.989016,0,0.809178,36855.1,66677.5
XZ,261.5,-0.147809,0,-0.989016,0.712072,19993.6,34230.4
YZ,261.5,0,-0.147809,-0.989016,0.905707,12158.3,23170.2
XY,262,-0.139173,-0.990268,0,0.818436,36208.8,65843.5
XZ,262,-0.139173,0,-0.990268,0.725937,19325.9,33355.3
YZ,262,0,-0.139173,-0.990268,0.906315,11948.5,22777.6
XY,262.5,-0.130526,-0.991445,0,0.827722,35559.8,64993.4
XZ,262.5,-0.130526,0,-0.991445,0.740202,18656.8,32466.6
YZ,262.5,0,-0.130526,-0.991445,0.907054,11737.7,22384.5
XY,263,-0.121869,-0.992546,0,0.837003,34908,64126.1
XZ,263,-0.121869,0,-0.992546,0.754851,17986.3,31563.2
YZ,263,0,-0.121869,-0.992546,0.907933,11526.1,21991
XY,263.5,-0.113203,-0.993572,0,0.846244,34253.6,63240.5
XZ,263.5,-0.113203,0,-0.993572,0.769856,17314.4,30643.9
YZ,263.5,0,-0.113203,-0.993572,0.908963,11313.6,21597.2
XY,264,-0.104528,-0.994522,0,0.855401,33596.6,62335.1
XZ,264,-0.104528,0,-0.994522,0.785176,16641.1,29707.3
YZ,264,0,-0.104528,-0.994522,0.910149,11100.2,21203
XY,264.5,-0.0958458,-0.995396,0,0.864422,32937,61408.4
XZ,264.5,-0.0958458,0,-0.995396,0.800755,15966.6,28752
YZ,264.5,0,-0.0958458,-0.995396,0.911496,10885.9,20808.4
XY,265,-0.0871557,-0.996195,0,0.873246,32274.9,60458.8
XZ,265,-0.0871557,0,-0.996195,0.816513,15290.9,27776.2
YZ,265,0,-0.0871557,-0.996195,0.913002,10670.9,20413.4
XY,265.5,-0.0784591,-0.996917,0,0.881799,31610.3,59484.3
XZ,265.5,-0.0784591,0,-0.996917,0.832343,14614,26777.9
YZ,265.5,0,-0.0784591,-0.996917,0.914656,10455,20017.7
XY,266,-0.0697565,-0.997564,0,0.889994,30943.4,58482.8
XZ,266,-0.0697565,0,-0.997564,0.848098,13936.1,25755.2
YZ,266,0,-0.0697565,-0.997564,0.916437,10238.3,19621.1
XY,266.5,-0.0610485,-0.998135,0,0.897725,30274,57451.8
XZ,266.5,-0.0610485,0,-0.998135,0.863581,13257,24705.5
YZ,266.5,0,-0.0610485,-0.998135,0.918309,10020.9,19223.1
XY,267,-0.052336,-0.99863,0,0.904865,29602.4,56388.6
XZ,267,-0.052336,0,-0.99863,0.878523,12576.9,23626.1
YZ,267,0,-0.052336,-0.99863,0.920212,9802.67,18823.2
XY,267.5,-0.0436194,-0.999048,0,0.911263,28928.5,55290.1
XZ,267.5,-0.0436194,0,-0.999048,0.892562,11895.9,22513.8
YZ,267.5,0,-0.0436194,-0.999048,0.922059,9583.71,18420.4
XY,268,-0.0348995,-0.999391,0,0.916736,28252.5,54152.5
XZ,268,-0.0348995,0,-0.999391,0.905208,11214,21365
YZ,268,0,-0.0348995,-0.999391,0.923724,9364.02,18013.8
XY,268.5,-0.0261769,-0.999657,0,0.921065,27574.2,52971.9
XZ,268.5,-0.0261769,0,-0.999657,0.915791,10531.2,20175.6
YZ,268.5,0,-0.0261769,-0.999657,0.925035,9143.61,17601.8
XY,269,-0.0174524,-0.999848,0,0.923987,26893.9,51743.5
XZ,269,-0.0174524,0,-0.999848,0.923403,9847.65,18941
YZ,269,0,-0.0174524,-0.999848,0.925764,8922.52,17182.7
XY,269.5,-0.00872654,-0.999962,0,0.925192,26211.5,50462.2
XZ,269.5,-0.00872654,0,-0.999962,0.926805,9163.32,17655.9
YZ,269.5,0,-0.00872654,-0.999962,0.925629,8700.74,16754.4
XY,270,-1.83691e-016,-1,0,0.924324,25527.1,49122.5
XZ,270,-1.83691e-016,0,-1,0.924324,8478.3,16315
YZ,270,0,-1.83691e-016,-1,0.924324,8478.3,16315
XY,270.5,0.00872654,-0.999962,0,0.925479,26207.9,50462.8
XZ,270.5,0.00872654,0,-0.999962,0.927627,9159.73,17656.5
YZ,270.5,0,0.00872654,-0.999962,0.925854,8740.29,16832.5
XY,271,0.0174524,-0.999848,0,0.92512,26886.7,51760.1
XZ,271,0.0174524,0,-0.999848,0.926499,9840.47,18957.7
YZ,271,0,0.0174524,-0.999848,0.926004,9001.62,17337.2
XY,271.5,0.0261769,-0.999657,0,0.923577,27563.4,53020.4
XZ,271.5,0.0261769,0,-0.999657,0.922368,10520.5,20224.2
YZ,271.5,0,0.0261769,-0.999657,0.925151,9262.26,17831.2
XY,272,0.0348995,-0.999391,0,0.921144,28238.1,54249.4
XZ,272,0.0348995,0,-0.999391,0.916306,11199.6,21461.9
YZ,272,0,0.0348995,-0.999391,0.92363,9522.19,18317.2
XY,272.5,0.0436194,-0.999048,0,0.918062,28910.6,55452.3
XZ,272.5,0.0436194,0,-0.999048,0.909083,11878,22676
YZ,272.5,0,0.0436194,-0.999048,0.921711,9781.4,18797
XY,273,0.052336,-0.99863,0,0.914524,29580.9,56633.3
XZ,273,0.052336,0,-0.99863,0.901234,12555.4,23870.7
YZ,273,0,0.052336,-0.99863,0.919596,10039.9,19272.5
XY,273.5,0.0610485,-0.998135,0,0.910676,30248.9,57795.8
XZ,273.5,0.0610485,0,-0.998135,0.893124,13231.9,25049.6
YZ,273.5,0,0.0610485,-0.998135,0.917431,10297.6,19744.9
XY,274,0.0697565,-0.997564,0,0.906631,30914.6,58942.8
XZ,274,0.0697565,0,-0.997564,0.884994,13907.3,26215.2
YZ,274,0,0.0697565,-0.997564,0.915315,10554.5,20215.2
XY,274.5,0.0784591,-0.996917,0,0.902473,31578,60076.3
XZ,274.5,0.0784591,0,-0.996917,0.877003,14581.7,27370
